aligned_key,status,step4_config_id,deepseek_config_id,metric_deltas
"[""h100_sxm"",""primary"",4096,1,0,1000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=2|moe_tp=1|moe_ep=16|cp=1|bs=191|ctx_tokens=4096,agg_patternA|tp=8|pp=1|dp=2|moe_tp=1|moe_ep=16|cp=1|bs=10|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":94623.6706784867,""deepseek_value"":5318.5408478988975,""polarity"":""higher_is_better"",""relative_delta"":17.791283997728062,""status"":""computed"",""step4_value"":99942.2115263856},""request_latency"":{""absolute_delta"":15.815398793882196,""deepseek_value"":962.6700530132562,""polarity"":""lower_is_better"",""relative_delta"":0.016428680568569026,""status"":""computed"",""step4_value"":978.4854518071384},""tpot"":{""absolute_delta"":-202.50184982653445,""deepseek_value"":631.41633414045,""polarity"":""lower_is_better"",""relative_delta"":-0.3207105025279417,""status"":""computed"",""step4_value"":428.9144843139155},""ttft"":{""absolute_delta"":15.815398793882196,""deepseek_value"":962.6700530132562,""polarity"":""lower_is_better"",""relative_delta"":0.016428680568569026,""status"":""computed"",""step4_value"":978.4854518071384}}"
"[""h100_sxm"",""primary"",4096,1,0,1000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=4|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=16|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":7067.158352754719,""deepseek_value"":817.9270873382118,""polarity"":""higher_is_better"",""relative_delta"":8.640328046541951,""status"":""computed"",""step4_value"":7885.085440092931},""request_latency"":{""absolute_delta"":-484.42999999999995,""deepseek_value"":938.959,""polarity"":""lower_is_better"",""relative_delta"":-0.5159224204677734,""status"":""computed"",""step4_value"":454.529},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":-484.42999999999995,""deepseek_value"":938.959,""polarity"":""lower_is_better"",""relative_delta"":-0.5159224204677734,""status"":""computed"",""step4_value"":454.529}}"
"[""h100_sxm"",""primary"",4096,1,0,200,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=3|ctx_tokens=4096,,{}
"[""h100_sxm"",""primary"",4096,1,0,200,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,,{}
"[""h100_sxm"",""primary"",4096,1,0,2000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=4|pp=1|dp=4|moe_tp=1|moe_ep=16|cp=1|bs=182|ctx_tokens=4096,agg_patternA|tp=8|pp=1|dp=2|moe_tp=1|moe_ep=16|cp=1|bs=422|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":-16440.25640868381,""deepseek_value"":145221.50251240918,""polarity"":""higher_is_better"",""relative_delta"":-0.11320814152352535,""status"":""computed"",""step4_value"":128781.24610372537},""request_latency"":{""absolute_delta"":-40.65651069755836,""deepseek_value"":1487.8237469106018,""polarity"":""lower_is_better"",""relative_delta"":-0.027326160630235772,""status"":""computed"",""step4_value"":1447.1672362130435},""tpot"":{""absolute_delta"":-22.162273185638696,""deepseek_value"":695.111873455301,""polarity"":""lower_is_better"",""relative_delta"":-0.03188303067745517,""status"":""computed"",""step4_value"":672.9496002696623},""ttft"":{""absolute_delta"":-40.65651069755836,""deepseek_value"":1487.8237469106018,""polarity"":""lower_is_better"",""relative_delta"":-0.027326160630235772,""status"":""computed"",""step4_value"":1447.1672362130435}}"
"[""h100_sxm"",""primary"",4096,1,0,2000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=4|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=16|p_cp=1|p_bs=2|p_workers=3|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":7067.054678727843,""deepseek_value"":818.0307613650888,""polarity"":""higher_is_better"",""relative_delta"":8.639106268980271,""status"":""computed"",""step4_value"":7885.085440092931},""request_latency"":{""absolute_delta"":-1423.151,""deepseek_value"":1877.68,""polarity"":""lower_is_better"",""relative_delta"":-0.7579305312939372,""status"":""computed"",""step4_value"":454.529},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":-1423.151,""deepseek_value"":1877.68,""polarity"":""lower_is_better"",""relative_delta"":-0.7579305312939372,""status"":""computed"",""step4_value"":454.529}}"
"[""h100_sxm"",""primary"",4096,1,0,500,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=4|pp=1|dp=2|moe_tp=1|moe_ep=8|cp=1|bs=9|ctx_tokens=4096,,{}
"[""h100_sxm"",""primary"",4096,1,0,500,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=4|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,,{}
"[""h100_sxm"",""primary"",4096,1,0,5000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=2|pp=1|dp=8|moe_tp=1|moe_ep=16|cp=1|bs=163|ctx_tokens=4096,agg_patternA|tp=4|pp=1|dp=8|moe_tp=1|moe_ep=32|cp=1|bs=851|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":-90789.0581442182,""deepseek_value"":230889.40823872894,""polarity"":""higher_is_better"",""relative_delta"":-0.3932144780342047,""status"":""computed"",""step4_value"":140100.35009451074},""request_latency"":{""absolute_delta"":-1391.455956833895,""deepseek_value"":3774.205177480415,""polarity"":""lower_is_better"",""relative_delta"":-0.3686752286643843,""status"":""computed"",""step4_value"":2382.74922064652},""tpot"":{""absolute_delta"":-669.9759891139399,""deepseek_value"":1838.3025887402075,""polarity"":""lower_is_better"",""relative_delta"":-0.3644535960606332,""status"":""computed"",""step4_value"":1168.3265996262676},""ttft"":{""absolute_delta"":-1391.455956833895,""deepseek_value"":3774.205177480415,""polarity"":""lower_is_better"",""relative_delta"":-0.3686752286643843,""status"":""computed"",""step4_value"":2382.74922064652}}"
"[""h100_sxm"",""primary"",4096,1,0,5000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=4|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=16|p_cp=1|p_bs=2|p_workers=3|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":7067.054678727843,""deepseek_value"":818.0307613650888,""polarity"":""higher_is_better"",""relative_delta"":8.639106268980271,""status"":""computed"",""step4_value"":7885.085440092931},""request_latency"":{""absolute_delta"":-1423.151,""deepseek_value"":1877.68,""polarity"":""lower_is_better"",""relative_delta"":-0.7579305312939372,""status"":""computed"",""step4_value"":454.529},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":-1423.151,""deepseek_value"":1877.68,""polarity"":""lower_is_better"",""relative_delta"":-0.7579305312939372,""status"":""computed"",""step4_value"":454.529}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,1000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=208|ctx_tokens=4096,agg_patternA|tp=2|pp=1|dp=4|moe_tp=1|moe_ep=8|cp=1|bs=323|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":955.5527146403408,""deepseek_value"":1310.911657779627,""polarity"":""higher_is_better"",""relative_delta"":0.7289222801319962,""status"":""computed"",""step4_value"":2266.4643724199677},""request_latency"":{""absolute_delta"":-32146.558727095296,""deepseek_value"":126030.23172425984,""polarity"":""lower_is_better"",""relative_delta"":-0.2550702183697353,""status"":""computed"",""step4_value"":93883.67299716454},""tpot"":{""absolute_delta"":-31.443177056977106,""deepseek_value"":122.49266142144401,""polarity"":""lower_is_better"",""relative_delta"":-0.2566943741127054,""status"":""computed"",""step4_value"":91.0494843644669},""ttft"":{""absolute_delta"":19.811402192277228,""deepseek_value"":720.2390901226229,""polarity"":""lower_is_better"",""relative_delta"":0.027506702238147444,""status"":""computed"",""step4_value"":740.0504923149001}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,1000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=8|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=5|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=213|d_workers=3,disagg_AA|p_tp=2|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=178|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":771.77856,""deepseek_value"":1200.0096,""polarity"":""higher_is_better"",""relative_delta"":0.6431436548507611,""status"":""computed"",""step4_value"":1971.78816},""request_latency"":{""absolute_delta"":4025.0869999999995,""deepseek_value"":34417.327,""polarity"":""lower_is_better"",""relative_delta"":0.11694943654398263,""status"":""computed"",""step4_value"":38442.414},""tpot"":{""absolute_delta"":3.942999999999998,""deepseek_value"":33.362,""polarity"":""lower_is_better"",""relative_delta"":0.11818835801210952,""status"":""computed"",""step4_value"":37.305},""ttft"":{""absolute_delta"":-8.601999999999975,""deepseek_value"":288.001,""polarity"":""lower_is_better"",""relative_delta"":-0.029867951847389336,""status"":""computed"",""step4_value"":279.399}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,200,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=5|ctx_tokens=4096,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=4|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":36.84943626795598,""deepseek_value"":161.38673657112642,""polarity"":""higher_is_better"",""relative_delta"":0.2283300167713329,""status"":""computed"",""step4_value"":198.2361728390824},""request_latency"":{""absolute_delta"":55.91409611433937,""deepseek_value"":3169.405434842358,""polarity"":""lower_is_better"",""relative_delta"":0.01764182502486321,""status"":""computed"",""step4_value"":3225.3195309566972},""tpot"":{""absolute_delta"":0.05433259126500323,""deepseek_value"":2.905931932348802,""polarity"":""lower_is_better"",""relative_delta"":0.018697131429739777,""status"":""computed"",""step4_value"":2.960264523613805},""ttft"":{""absolute_delta"":0.33185525024117624,""deepseek_value"":196.63706804953333,""polarity"":""lower_is_better"",""relative_delta"":0.0016876535717954314,""status"":""computed"",""step4_value"":196.9689232997745}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,200,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=2|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=5|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=165|d_workers=3,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=135|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":711.0144,""deepseek_value"":976.6656,""polarity"":""higher_is_better"",""relative_delta"":0.728001887237556,""status"":""computed"",""step4_value"":1687.68},""request_latency"":{""absolute_delta"":1929.2360000000008,""deepseek_value"":31985.069,""polarity"":""lower_is_better"",""relative_delta"":0.06031676842716834,""status"":""computed"",""step4_value"":33914.305},""tpot"":{""absolute_delta"":1.8919999999999995,""deepseek_value"":31.093,""polarity"":""lower_is_better"",""relative_delta"":0.060849708937703,""status"":""computed"",""step4_value"":32.985},""ttft"":{""absolute_delta"":-6.280000000000001,""deepseek_value"":176.93,""polarity"":""lower_is_better"",""relative_delta"":-0.035494263267959084,""status"":""computed"",""step4_value"":170.65}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,2000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=208|ctx_tokens=4096,agg_patternA|tp=2|pp=1|dp=4|moe_tp=1|moe_ep=8|cp=1|bs=323|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":955.5527146403408,""deepseek_value"":1310.911657779627,""polarity"":""higher_is_better"",""relative_delta"":0.7289222801319962,""status"":""computed"",""step4_value"":2266.4643724199677},""request_latency"":{""absolute_delta"":-32146.558727095296,""deepseek_value"":126030.23172425984,""polarity"":""lower_is_better"",""relative_delta"":-0.2550702183697353,""status"":""computed"",""step4_value"":93883.67299716454},""tpot"":{""absolute_delta"":-31.443177056977106,""deepseek_value"":122.49266142144401,""polarity"":""lower_is_better"",""relative_delta"":-0.2566943741127054,""status"":""computed"",""step4_value"":91.0494843644669},""ttft"":{""absolute_delta"":19.811402192277228,""deepseek_value"":720.2390901226229,""polarity"":""lower_is_better"",""relative_delta"":0.027506702238147444,""status"":""computed"",""step4_value"":740.0504923149001}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,2000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=8|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=5|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=213|d_workers=3,disagg_AA|p_tp=2|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=178|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":771.77856,""deepseek_value"":1200.0096,""polarity"":""higher_is_better"",""relative_delta"":0.6431436548507611,""status"":""computed"",""step4_value"":1971.78816},""request_latency"":{""absolute_delta"":4025.0869999999995,""deepseek_value"":34417.327,""polarity"":""lower_is_better"",""relative_delta"":0.11694943654398263,""status"":""computed"",""step4_value"":38442.414},""tpot"":{""absolute_delta"":3.942999999999998,""deepseek_value"":33.362,""polarity"":""lower_is_better"",""relative_delta"":0.11818835801210952,""status"":""computed"",""step4_value"":37.305},""ttft"":{""absolute_delta"":-8.601999999999975,""deepseek_value"":288.001,""polarity"":""lower_is_better"",""relative_delta"":-0.029867951847389336,""status"":""computed"",""step4_value"":279.399}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,500,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=2|pp=1|dp=4|moe_tp=1|moe_ep=8|cp=1|bs=169|ctx_tokens=4096,agg_patternA|tp=4|pp=1|dp=2|moe_tp=1|moe_ep=8|cp=1|bs=549|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":426.0429048300982,""deepseek_value"":1091.1324851403099,""polarity"":""higher_is_better"",""relative_delta"":0.3904593719206453,""status"":""computed"",""step4_value"":1517.175389970408},""request_latency"":{""absolute_delta"":-71703.23361265496,""deepseek_value"":128679.83669457422,""polarity"":""lower_is_better"",""relative_delta"":-0.557221981737861,""status"":""computed"",""step4_value"":56976.60308191925},""tpot"":{""absolute_delta"":-70.09082881949698,""deepseek_value"":125.29801942877575,""polarity"":""lower_is_better"",""relative_delta"":-0.5593929508146721,""status"":""computed"",""step4_value"":55.207190609278776},""ttft"":{""absolute_delta"":-0.3157303095630368,""deepseek_value"":499.962818936633,""polarity"":""lower_is_better"",""relative_delta"":-0.0006315075793727244,""status"":""computed"",""step4_value"":499.64708862707}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,500,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=8|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=5|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=213|d_workers=3,disagg_AA|p_tp=2|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=178|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":771.77856,""deepseek_value"":1200.0096,""polarity"":""higher_is_better"",""relative_delta"":0.6431436548507611,""status"":""computed"",""step4_value"":1971.78816},""request_latency"":{""absolute_delta"":4025.0869999999995,""deepseek_value"":34417.327,""polarity"":""lower_is_better"",""relative_delta"":0.11694943654398263,""status"":""computed"",""step4_value"":38442.414},""tpot"":{""absolute_delta"":3.942999999999998,""deepseek_value"":33.362,""polarity"":""lower_is_better"",""relative_delta"":0.11818835801210952,""status"":""computed"",""step4_value"":37.305},""ttft"":{""absolute_delta"":-8.601999999999975,""deepseek_value"":288.001,""polarity"":""lower_is_better"",""relative_delta"":-0.029867951847389336,""status"":""computed"",""step4_value"":279.399}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,5000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=208|ctx_tokens=4096,agg_patternA|tp=2|pp=1|dp=4|moe_tp=1|moe_ep=8|cp=1|bs=323|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":955.5527146403408,""deepseek_value"":1310.911657779627,""polarity"":""higher_is_better"",""relative_delta"":0.7289222801319962,""status"":""computed"",""step4_value"":2266.4643724199677},""request_latency"":{""absolute_delta"":-32146.558727095296,""deepseek_value"":126030.23172425984,""polarity"":""lower_is_better"",""relative_delta"":-0.2550702183697353,""status"":""computed"",""step4_value"":93883.67299716454},""tpot"":{""absolute_delta"":-31.443177056977106,""deepseek_value"":122.49266142144401,""polarity"":""lower_is_better"",""relative_delta"":-0.2566943741127054,""status"":""computed"",""step4_value"":91.0494843644669},""ttft"":{""absolute_delta"":19.811402192277228,""deepseek_value"":720.2390901226229,""polarity"":""lower_is_better"",""relative_delta"":0.027506702238147444,""status"":""computed"",""step4_value"":740.0504923149001}}"
"[""h200_sxm"",""decode_smoke"",4096,1024,0,5000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=8|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=5|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=213|d_workers=3,disagg_AA|p_tp=2|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=178|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":771.77856,""deepseek_value"":1200.0096,""polarity"":""higher_is_better"",""relative_delta"":0.6431436548507611,""status"":""computed"",""step4_value"":1971.78816},""request_latency"":{""absolute_delta"":4025.0869999999995,""deepseek_value"":34417.327,""polarity"":""lower_is_better"",""relative_delta"":0.11694943654398263,""status"":""computed"",""step4_value"":38442.414},""tpot"":{""absolute_delta"":3.942999999999998,""deepseek_value"":33.362,""polarity"":""lower_is_better"",""relative_delta"":0.11818835801210952,""status"":""computed"",""step4_value"":37.305},""ttft"":{""absolute_delta"":-8.601999999999975,""deepseek_value"":288.001,""polarity"":""lower_is_better"",""relative_delta"":-0.029867951847389336,""status"":""computed"",""step4_value"":279.399}}"
"[""h200_sxm"",""primary"",16384,1,0,1000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=78|ctx_tokens=16384,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=117|ctx_tokens=16384,"{""ranking_metric_value"":{""absolute_delta"":-62736.42674834165,""deepseek_value"":256791.23016936288,""polarity"":""higher_is_better"",""relative_delta"":-0.24430907047318073,""status"":""computed"",""step4_value"":194054.80342102124},""request_latency"":{""absolute_delta"":-109.92584256323312,""deepseek_value"":933.1159784622115,""polarity"":""lower_is_better"",""relative_delta"":-0.11780512294344427,""status"":""computed"",""step4_value"":823.1901358989784},""tpot"":{""absolute_delta"":-65.80377222638742,""deepseek_value"":453.2003186516883,""polarity"":""lower_is_better"",""relative_delta"":-0.14519798313946372,""status"":""computed"",""step4_value"":387.39654642530087},""ttft"":{""absolute_delta"":-109.92584256323312,""deepseek_value"":933.1159784622115,""polarity"":""lower_is_better"",""relative_delta"":-0.11780512294344427,""status"":""computed"",""step4_value"":823.1901358989784}}"
"[""h200_sxm"",""primary"",16384,1,0,1000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=8|p_pp=1|p_dp=1|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":1665.2821196472273,""deepseek_value"":3990.0071695441325,""polarity"":""higher_is_better"",""relative_delta"":0.4173631898103806,""status"":""computed"",""step4_value"":5655.28928919136},""request_latency"":{""absolute_delta"":184.62100000000004,""deepseek_value"":449.122,""polarity"":""lower_is_better"",""relative_delta"":0.4110709339555845,""status"":""computed"",""step4_value"":633.743},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":184.62100000000004,""deepseek_value"":449.122,""polarity"":""lower_is_better"",""relative_delta"":0.4110709339555845,""status"":""computed"",""step4_value"":633.743}}"
"[""h200_sxm"",""primary"",16384,1,0,2000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=4|pp=1|dp=2|moe_tp=1|moe_ep=8|cp=1|bs=76|ctx_tokens=16384,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=117|ctx_tokens=16384,"{""ranking_metric_value"":{""absolute_delta"":-15139.67603304499,""deepseek_value"":256791.23016936288,""polarity"":""higher_is_better"",""relative_delta"":-0.05895713815094012,""status"":""computed"",""step4_value"":241651.5541363179},""request_latency"":{""absolute_delta"":355.0859580516957,""deepseek_value"":933.1159784622115,""polarity"":""lower_is_better"",""relative_delta"":0.3805378605099898,""status"":""computed"",""step4_value"":1288.2019365139072},""tpot"":{""absolute_delta"":196.5059644822922,""deepseek_value"":453.2003186516883,""polarity"":""lower_is_better"",""relative_delta"":0.43359626283343117,""status"":""computed"",""step4_value"":649.7062831339805},""ttft"":{""absolute_delta"":355.0859580516957,""deepseek_value"":933.1159784622115,""polarity"":""lower_is_better"",""relative_delta"":0.3805378605099898,""status"":""computed"",""step4_value"":1288.2019365139072}}"
"[""h200_sxm"",""primary"",16384,1,0,2000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=8|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=8|p_pp=1|p_dp=1|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=8|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":3619.1811801600666,""deepseek_value"":3990.0071695441325,""polarity"":""higher_is_better"",""relative_delta"":0.9070613225423267,""status"":""computed"",""step4_value"":7609.188349704199},""request_latency"":{""absolute_delta"":1434.916,""deepseek_value"":449.122,""polarity"":""lower_is_better"",""relative_delta"":3.19493589715044,""status"":""computed"",""step4_value"":1884.038},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":1434.916,""deepseek_value"":449.122,""polarity"":""lower_is_better"",""relative_delta"":3.19493589715044,""status"":""computed"",""step4_value"":1884.038}}"
"[""h200_sxm"",""primary"",16384,1,0,500,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=1|ctx_tokens=16384,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=1|ctx_tokens=16384,"{""ranking_metric_value"":{""absolute_delta"":483.6869693949466,""deepseek_value"":4113.0963240496785,""polarity"":""higher_is_better"",""relative_delta"":0.11759680087402313,""status"":""computed"",""step4_value"":4596.783293444625},""request_latency"":{""absolute_delta"":-52.392778344250814,""deepseek_value"":497.9217209247308,""polarity"":""lower_is_better"",""relative_delta"":-0.10522292188207404,""status"":""computed"",""step4_value"":445.52894258047996},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":-52.392778344250814,""deepseek_value"":497.9217209247308,""polarity"":""lower_is_better"",""relative_delta"":-0.10522292188207404,""status"":""computed"",""step4_value"":445.52894258047996}}"
